simulation_id,growth_shock,churn_shock,cost_multiplier,dec_ending_cash,below_1m,below_zero
1,-0.007573133899368498,-0.003082008399983194,1.0100675138036808,850760.2804370995,True,False
2,0.0016925226126745393,0.0034755716946797154,0.9914584718224227,976478.8672075394,True,False
3,0.008474020581349983,-0.00018498870891542048,0.9773410818803947,1095199.9926185217,False,False
4,0.010512573966098468,0.0009545449504391312,1.031388910107809,754460.4464968173,True,False
5,-0.008617917425205268,-0.005046000165685119,0.9792897478138123,1048779.5286743438,False,False
6,-0.006541366591357211,-0.0006315475294427731,1.071161757682023,458819.5981475916,True,False
7,0.011212020824353809,-0.00209472479807846,1.0095830677301978,903377.6248835514,True,False
8,0.012702350037128775,-0.0017821623018383726,0.9896618203546591,1033169.9942752311,False,False
9,-0.02163782388476936,-0.005561735165504906,0.9704920631670851,1069845.4185219123,False,False
10,0.006717351146445382,-0.005984197565430979,1.0901029437328245,390334.80678193574,True,False
11,0.0023610954501248962,-0.0037027117795086916,1.0332955809529214,732625.4924762314,True,False
12,0.011365163128008043,-0.012829568063302292,1.0262594820447404,827777.5324524574,True,False
13,0.013077790825291945,-0.0024414463057451413,1.0452218014413366,683204.9446086622,True,False
14,-0.023635091540455504,6.298046413746347e-05,0.9701275997068889,1050944.0601913386,False,False
15,0.0071996796896572225,0.0010376619669562905,1.007286581003631,898074.4335531485,True,False
16,-0.002024176216438006,-0.005897129509513657,0.9888713872315902,1008652.294590251,False,False
17,-0.007323380589436307,-0.002570584057569636,1.0093708140787183,854456.4499939957,True,False
18,0.0292456879857162,-0.00020042163892546023,0.946754778286437,1347306.0370862312,False,False
19,0.018291742646065274,-0.007028217013341892,0.9993888304162949,1001557.2992369988,False,False
20,0.00038876204567171626,0.0017908453411067111,0.9976844303995154,938000.0475533591,True,False
21,-0.009307721881381278,0.003419305643619843,1.0333826622656506,679767.7594032866,True,False
22,0.0056736844573574766,-0.0011068871499934668,0.9282163445883347,1401948.1930326407,False,False
23,0.008298908166071312,0.0043215851843018465,1.0693434574397567,497888.1714983934,True,False
24,0.0014102840957938149,0.004756499074998388,1.0904026437154315,343762.1936819311,True,False
25,-0.019333765679257934,0.006966983053626208,0.9681242004621126,1056422.4558950423,False,False
26,-0.01804474353396458,0.004162262548700954,1.011120582072875,794760.004814897,True,False
27,-0.0014778826582539182,-0.007628324946829925,0.9504979923019724,1258689.9706270732,False,False
28,-0.0011484367886558562,-0.004330865352148912,1.0077056786752143,887119.1140504321,True,False
29,-0.02473193605084044,-0.008120791011315246,1.0513203911675078,555038.9496676512,True,False
30,0.0037148658930962726,0.002849529076574015,1.0519733213186535,599538.5554201787,True,False
31,0.0005545591210409853,-0.008692918317342996,0.9915893981771978,1006351.1072049027,False,False
32,0.017414312926564562,0.007481900383176686,1.0552257056252616,604122.0179116798,True,False
33,0.009101836400123459,0.0075878325168513994,1.0740611468075991,461070.799497174,True,False
34,-0.012951562953830884,-0.004456619672742218,1.0345381689480493,684209.5739100826,True,False
35,-0.0037789151710963765,-0.0024678944406055863,1.0710583721614133,472277.02651809936,True,False
36,-0.02590731967538163,0.003072507488336997,1.061774831123076,454217.35095650714,True,False
37,0.008381203047221312,0.0025105012074131874,0.9416515482923316,1314092.491651919,False,False
38,0.0024412325621254853,0.005255577255738552,1.0232946172208772,771426.1624675216,True,False
39,0.013287705296959607,-0.00846558518755129,1.0352528713272569,763867.3368088612,True,False
40,-0.010515610401789,-0.004171356701573716,1.01959335509989,785106.2183099797,True,False
41,-0.0010896817450769857,-0.00504127794967544,0.9519642492231521,1243257.6639175382,False,False
42,0.01639258271316506,-0.004511746004592671,1.0717631839632855,529637.8900307165,True,False
43,0.009550349558587868,-0.001074865520510633,0.9434793645218389,1315718.8570747818,False,False
44,0.016643953453114972,-0.007881289987553306,0.9389126494483525,1383411.769126348,False,False
45,-0.006570306099926991,-0.007065627533709558,0.9918632626147342,980250.0538258355,True,False
46,-0.011543469617215514,-0.00117954716232317,0.9833110059456518,1004335.9945523797,False,False
47,0.0039694537216452275,-0.0019338207588902932,0.9480178576428695,1273752.5851418893,False,False
48,0.0032600016086693586,0.0022220126693399942,1.0130431652455238,847253.1989407181,True,False
49,-0.021497092951649078,-0.006691347960329915,1.0073036529021169,839601.7826138248,True,False
50,-0.03313887729368283,-0.004185242908050425,1.0056465265356813,810744.7449287124,True,False
51,-0.016319677936424654,-0.002226797582797992,0.9384114609802834,1279100.2672504636,False,False
52,-0.00016752320861808165,0.005448945139034262,1.0069421153969254,867476.3570532707,True,False
53,-0.0035636900647985485,-0.0035144705439090615,1.0054120381085578,892689.9919935695,True,False
54,0.008400074023255865,-0.010454215345294306,0.9598345179867265,1234757.860080453,False,False
55,-0.0008312618204301643,-0.004467347031723098,1.0140479279972616,848104.1024288945,True,False
56,0.0015085778543224427,-0.009388992880967178,1.0029539845219722,938771.0064603456,True,False
57,-0.0197474059114169,0.004719602357981359,1.0355303494552581,633449.9280615533,True,False
58,-0.0019277535580268974,0.0008358763880392109,1.0608049994092499,533349.8352743471,True,False
59,-0.00013856369974967945,0.0006596342864455218,1.0944921176765205,324883.599527352,True,False
60,-0.014256429569648817,-0.0040018764710120875,0.9974715434369709,914710.9846140156,True,False
61,0.013430373400760136,0.010393416545931794,0.9476394591165648,1268177.2251295955,False,False
62,-0.019584335145890457,-0.0009793424714313276,0.9824361424418111,986952.7957744496,True,False
63,-0.006005852919563855,0.004777699368806589,1.0294097101118223,710408.5257388656,True,False
64,-0.0066057446799210025,-0.011190394086319229,0.9569201598107216,1213546.2393891339,False,False
65,0.0005532374080583674,0.0010711950833242308,0.9686838111665701,1124635.5020086167,False,False
66,-0.007518433102753759,-0.006749500839035835,1.0427879300414078,653323.2711757715,True,False
67,-0.01375451352088657,-0.009918917552875087,0.957646841688171,1185493.355164797,False,False
68,-0.003513830155625611,-0.005402362997207651,1.0194643280030722,808841.7755853157,True,False
69,-0.01927313180925935,0.004423608720526914,0.9962648917667821,884957.4506260254,True,False
70,0.017516920859550422,0.006030381273561455,1.0191628753717454,837472.4778173632,True,False
71,0.010567957397464814,0.0011413907990435734,0.9069079342308124,1544636.8757356694,False,False
72,-0.01051905543041873,-0.0030143116366528637,0.9794966134251306,1036518.6756998929,False,False
73,-0.012421291678738955,-0.008446528605332272,1.01240233358863,837369.8274753826,True,False
74,-0.013616334555440389,-0.003219558756610386,1.0357608043012527,671151.1805422539,True,False
75,0.003513369224126058,0.006441879910229422,0.9530873343633797,1216974.3478391212,False,False
76,0.021930171514055186,0.002608843002696343,1.0729484078192393,517704.56297228124,True,False
